User_Id,Age,Gender,Country,Student_Working_Status,Daily_Social_Media_Hours,Screen_Time_Hours,Night_Scrolling_Frequency,Online_Gaming_Hours,Content_Type_Preference,Exercise_Frequency_per_Week,Daily_Sleep_Hours,Caffeine_Intake_Cups,Study_Work_Hours_per_Day,Overthinking_Score,Anxiety_Score,Mood_Stability_Score,Social_Comparison_Index,Sleep_Quality_Score,Motivation_Level,Emotional_Fatigue_Score,Wellbeing_Index,Burnout_Risk
804,18,Female,Australia,Working,2.92,5.96,2.94,1.47,Gaming,5.23,6.35,1.96,7.73,6.11,4.68,4.37,5.45,7.17,5.93,3.2,4.51,Medium
805,22,Male,Australia,Student,4.83,8.17,1.74,2.36,Entertainment,0,5.49,1.58,7.88,4.38,6.24,4.49,4.72,5.46,1.95,8.56,1.5,High
806,19,Female,USA,Both,4.86,7.52,1.95,0.98,Gaming,3.64,5.49,1.3,8,3.67,4.85,4.09,5.61,5.59,5.43,6.94,3.07,High
807,22,Male,Pakistan,Student,4.6,6.51,2.66,0,Lifestyle,0.2,6.53,2.21,5.99,3.98,4.79,5.82,5.54,6.67,4.21,8.22,3.4,High
808,25,Female,Pakistan,Working,6.81,11.54,2.48,1.41,Lifestyle,2.91,7.82,1.76,6.89,6.85,5,5.43,5.42,7.54,2.59,9.4,2.79,High
809,26,Female,USA,Student,4.9,7.2,2.41,1.19,Lifestyle,3.84,4.26,1.2,6.86,3.46,5.55,4.96,3.75,3.51,3.49,6.23,2.02,High
810,19,Female,UK,Working,4.1,9.03,4.67,0.87,Entertainment,3.06,7.34,1.15,5.01,6.65,5.99,2.36,5.25,7.61,4.67,7.15,2.69,High
811,20,Male,USA,Student,4.5,6.16,6.69,1.39,News,2.75,8.25,0,7.28,5.72,3.58,5.08,4.11,8,6.6,3.19,5.43,Medium
812,20,Female,UK,Working,5.27,7.26,2.08,1.38,Lifestyle,1.44,6.44,1.23,6.9,3.98,5.32,3.59,4.53,5.75,5.63,7.25,2.89,High
813,18,Male,Canada,Working,6.61,7.81,3.79,0.71,Educational,2.05,3,2.48,9.9,5.99,7.82,3.52,6.49,2.7,3.89,7.51,1,High
814,25,Female,Canada,Both,3.64,6.72,4.09,1.21,Educational,3.72,5.95,2.35,7.44,4.44,5.18,1.9,4.83,5.05,3.2,6.33,1.46,High
815,23,Female,USA,Working,4.27,7.92,2.37,2.35,Gaming,1.89,6.14,1.18,5.05,5.24,5.96,4.74,5.03,6.26,4.07,7.75,2.74,High
816,25,Female,Canada,Student,8.59,10.12,2.06,3.44,News,5.36,6.17,2.17,10.02,4.6,5.16,5.16,5.76,5.83,5.31,6.23,3.53,High
817,26,Female,Pakistan,Student,3.93,6.96,1.89,0.64,Gaming,3.74,4.82,0.38,2.68,5.63,5.18,4.37,2.17,5.91,3.54,4.04,3.07,High
818,22,Male,UK,Working,3.86,6.45,3.67,3.19,Lifestyle,6.47,6.1,1.36,4.54,6.59,7.03,4.11,4.44,6.89,5.16,7.68,2.94,High
819,20,Female,Australia,Student,2.74,3.66,3.68,2.18,Educational,1.25,8.08,0.97,4.84,4.84,3.76,5.46,5.17,7.05,5.54,4.07,4.71,Medium
820,22,Female,Australia,Working,4.13,7.02,4.31,0,Entertainment,0,4.1,0.7,6.68,6.93,8.95,2.82,3.7,5.63,1,8.32,1,High
821,22,Non-binary,Canada,Student,3.89,7.81,5.56,2.27,News,2.68,6.31,3.5,4.55,5.05,4.76,5.66,5.45,6.87,3.42,6.82,3.39,High
822,22,Female,UK,Student,4.59,9.06,3.65,1.98,Gaming,1.3,6.26,2.58,3.8,4.67,5.4,5.2,4.42,6.04,4.67,6.69,3.29,High
823,20,Female,Pakistan,Student,4.41,5.74,3.13,2.42,Educational,3.62,6.94,1.01,5.14,5.57,6.23,5.03,4.15,7.49,6.49,5.73,4.34,Medium
824,21,Male,Australia,Student,1.04,5.06,1.89,0.57,Lifestyle,3.4,7.67,1.55,5.28,4.49,3.7,7.07,3.1,7.64,6.65,3.75,5.87,Medium
825,26,Female,Pakistan,Working,2.04,5.84,3.94,0,Lifestyle,4.66,6.41,0,3.93,3.96,3.42,5.36,3.95,7.24,7.77,4.64,5.44,Medium
826,26,Female,Pakistan,Student,3.76,6.39,0,0,News,3.64,8.52,2.67,5.92,3.83,2.76,7.28,4.71,7.59,6.21,4.42,5.83,Medium
827,19,Non-binary,Australia,Student,3.36,4.64,2.51,1.92,Gaming,0.74,5.74,1.74,7.16,4.6,5.31,4.18,4.02,6.4,2.74,7.83,2.25,High
828,25,Male,Australia,Both,2.45,5.78,0.52,2.83,Lifestyle,3.06,8.66,1.66,5.45,4.16,4.34,4.92,2.86,7.92,5.29,5.78,4.35,Medium
829,25,Male,Canada,Student,1.24,2.54,2.61,2.35,Educational,4.43,6.29,2.75,8.34,6.22,5.59,3.7,2.38,8.55,4.1,4.12,3.83,High
830,24,Male,UK,Working,6.44,9.75,3.97,2.46,Gaming,4.58,5.23,2.47,11.59,5.62,5.52,3.62,6.48,5.95,3.91,5.85,2.6,High
831,25,Female,USA,Student,6.41,8.82,5.1,3.83,Educational,2.99,4.86,2.91,7.18,5.98,6.82,3.6,5.75,5.41,1.78,8.11,1.11,High
832,20,Non-binary,UK,Working,5.14,7.29,0.14,2.2,Lifestyle,2.65,7.34,0,7.91,3.97,2.17,7.12,5.3,6.98,6.84,2.21,6.25,Medium
833,23,Male,USA,Student,3.12,6.4,4.48,1.24,Educational,5.62,5.62,1.95,4.13,4.23,5.97,3.9,5.27,5.86,3.11,3.94,2.64,High
834,18,Female,Australia,Student,6.2,11.51,2.67,4.29,Lifestyle,2.49,6.99,1.54,5.3,6.7,4.91,6.65,6.19,5.91,4.3,6.04,3.8,High
835,24,Female,Pakistan,Student,2.92,7.38,2.97,0.8,Entertainment,4.34,7.42,0.58,5.08,6.06,4.69,6.05,5.43,6.77,6.62,3.48,5.12,Medium
836,18,Female,UK,Student,4.65,7.64,4.03,0.45,Gaming,4.94,5.4,2.46,6.6,6.18,6.86,4.41,4.42,5.58,5.86,5.64,3.2,High
837,26,Male,Pakistan,Both,2.81,6.11,2.83,3.38,Educational,4.91,7.26,1.59,8.04,4.78,3.52,5.04,5.99,7.59,6.36,2.49,5.33,Medium
838,18,Female,UK,Student,4.04,6.93,2.09,0,Gaming,4.56,4.93,2.5,4.57,4.37,3.9,5.46,4.07,5.96,5.44,3.89,4.32,Medium
839,18,Male,India,Working,4.73,7.44,2.31,0.07,Educational,4.03,5.35,1.8,7.61,6.05,6.67,4.17,5.38,3.52,4.85,7.07,1.89,High
840,24,Female,UK,Student,1.75,6.36,1.99,0.52,Lifestyle,2.83,7.32,1.19,6.96,3.04,2.32,6.7,3.52,7.82,5.1,5.53,5.23,Medium
841,19,Male,Pakistan,Student,3.37,6.65,3.16,0,Lifestyle,4.16,7.34,0.68,9.24,5.42,4.98,4.28,2.74,7.73,5.49,5.03,4.16,Medium
842,22,Female,India,Student,4.38,7.9,4.51,1.68,Entertainment,2.61,6.51,1.55,8.71,6.53,5.24,4.38,4.72,6.11,4.42,7.61,2.83,High
843,25,Female,Canada,Student,2.12,5.53,4.03,4.42,Educational,4.56,5.93,1.22,2.12,5.32,4.87,4.86,5.42,7.07,4.61,4.58,3.94,High
844,25,Male,Australia,Student,2.59,5.53,3.11,1.07,Entertainment,1.08,6.61,0,5.93,5.03,5.64,5,3.3,6.1,3.31,7.94,2.54,High
845,20,Male,Canada,Student,4.38,6.33,2.21,0,Educational,2.96,7.11,0.54,3.92,4.12,4.58,4.47,3.68,7.8,6.34,5.47,4.53,Medium
846,24,Female,Canada,Working,3.2,5.33,3.36,0,Entertainment,1.96,5.92,0.46,5.93,6.03,4.28,5.48,5.03,6.09,3.7,4.16,3.68,High
847,20,Female,UK,Student,2.16,5.47,5.16,2.22,Gaming,0.39,5.57,1.9,6.15,5.37,5.11,4.6,3.27,5.56,3.11,6.08,2.56,High
848,23,Female,Australia,Student,4.04,7.64,1.88,1.46,Lifestyle,1.79,6.45,0.8,5.26,2.95,4.71,6.66,5.36,6.72,4.67,5.46,4.32,Medium
849,23,Male,India,Student,4.65,6.45,3.9,2.84,Educational,0.2,8.14,1.43,5.6,5.05,4.46,3.94,4.66,8.13,3.94,5.9,3.61,High
850,20,Male,UK,Working,7.37,9.68,3.51,1.96,News,2.19,5.42,1.35,8.26,5.95,4.9,3.43,5.95,5.12,5.07,6.09,2.71,High
851,24,Male,USA,Student,4.13,6.58,2.13,0.49,News,3.27,7.16,1.24,5.68,4.44,6.62,4.14,2.87,7.25,7.24,6.94,3.95,High
852,20,Male,UK,Both,4.02,6.08,3.29,0,Lifestyle,4.57,8.33,0.06,4.81,5.88,4.81,5.88,2.98,8.86,5.61,5.62,5.05,Medium
853,25,Non-binary,India,Student,3.57,4.52,2.5,0.17,News,2.32,5.94,0.81,7.15,4.27,2.98,4.47,4.44,6.34,6.55,2.8,4.82,Medium
854,21,Male,Pakistan,Student,5.72,7.41,1.96,1.58,News,0.17,8.34,2.48,5.33,4.41,3.91,6.26,4.38,7.73,6.37,5.15,5.28,Medium
855,18,Male,UK,Student,4.49,7.45,1.83,0,News,2.62,3.35,2.69,3.59,3.6,5.92,5.82,3.61,2.79,3.73,7.53,1.87,High
856,21,Male,USA,Student,5.25,8.82,2.13,0,Entertainment,4.54,5.44,1.17,7.67,3.51,5.29,3.65,5.66,6.6,6.14,6.2,3.55,High
857,24,Male,UK,Working,4.33,6.65,1.6,1.28,Entertainment,0.22,7.65,0.45,6.08,4.26,1.87,8.03,5.4,8.31,5.02,4.03,6.13,Medium
858,21,Female,India,Student,5.37,8.82,5.34,0.85,Educational,1.75,4.91,0.63,8.81,6.89,7.22,2.07,3.85,5.28,3.83,7.24,1.32,High
859,23,Female,USA,Student,4.57,7.66,1.86,2.19,Entertainment,2.7,7.54,1.88,6.49,4.08,5.03,4.82,4.28,7.41,5.95,5.76,4.26,Medium
860,26,Male,Australia,Student,1.89,5.58,4.87,1.16,Gaming,0.46,6.97,2.31,6.61,3.97,1.84,6.95,2.39,6.68,6.18,5.24,5.42,Medium
861,18,Male,India,Student,3.57,8.22,3.46,0.84,Educational,1.86,7.8,0.67,4.45,5.04,6.12,3.83,5.62,8.66,5.63,5.79,4.05,Medium
862,22,Male,UK,Both,3.61,5.73,0.94,2.1,News,5.05,4.84,2.59,6.67,2.78,3.46,6.11,4.61,4.94,5.53,4.74,4.16,Medium
863,24,Female,USA,Working,4.67,7.18,2,1.64,News,4.02,7.34,1.21,9.25,4.83,4.4,6.21,5.18,6.84,5.68,5.69,4.56,Medium
864,18,Female,India,Student,4.23,6,3.41,1.75,Lifestyle,1.25,6.17,0.95,8.86,5.37,5.29,5.6,5.43,7.21,4.89,4.99,4.19,Medium
865,21,Male,Australia,Student,6,10.51,2.2,0,Educational,4.17,7.78,0.06,5.05,3.91,2.95,6.54,4.24,6.93,6.87,4.3,5.57,Medium
866,23,Female,Pakistan,Working,4.6,7.16,3.23,0.93,News,3.39,5.72,1.16,6.95,4.79,3.69,4.73,4.28,5.47,7.17,4.58,4.41,Medium
867,19,Female,Canada,Student,4.71,7.94,0.76,1.19,Entertainment,5.64,5.97,1.33,8.3,5.56,5.04,3.06,2.86,5.1,5.64,4.92,2.94,High
868,22,Female,USA,Working,2.48,6.13,3.07,2.19,News,3.13,7.76,1.04,6.77,5.91,3.29,5.9,3.59,8.51,4.69,4.11,5.14,Medium
869,18,Non-binary,Pakistan,Student,4.23,8.66,2.85,3.68,News,1.65,6.81,2.95,6.09,6.23,5.45,4.96,4.26,7.03,4.17,6.5,3.39,High
870,23,Male,Australia,Student,3.68,5.19,5.29,0.02,Lifestyle,1.1,7.31,1.51,5.61,6.52,5.86,4.79,3.01,6.87,4.76,4.27,3.78,High
871,23,Male,Pakistan,Working,0.9,4.84,2.19,0.36,News,3.49,7.02,0.96,5.58,2.88,2.34,7.34,1.53,6.79,5.64,3.95,5.54,Medium
872,21,Male,UK,Student,2.03,3.08,3.85,3.22,Gaming,2.86,7.89,1.95,8.65,4.95,4.87,4.81,3.52,7.51,3.84,5.56,3.65,High
873,25,Female,Canada,Working,5.08,6.94,4.56,1.26,Gaming,3.66,5.91,2.61,7.13,5.8,6.46,2.78,5.97,6.76,3.82,6.38,2.31,High
874,21,Non-binary,USA,Student,4.98,7.76,4.3,1.91,News,1.88,5.48,1.41,4.77,5.25,4.37,6.39,4.8,6.95,5.14,5.73,4.47,Medium
875,25,Female,India,Working,3.12,6.1,4.38,0,News,4,5.54,1.48,6.14,5.79,4.85,4.44,5.19,6.77,1.89,6.78,2.43,High
876,25,Male,Australia,Student,3.16,7.68,2.91,0.66,Gaming,4.77,4.25,0.85,4.24,6.76,7.13,3.68,3.51,4.24,5.12,6.65,2.05,High
877,22,Male,Canada,Student,2.3,5.35,3.52,1.15,Entertainment,3.31,6.68,2.79,5.98,6.15,4.31,5.1,2.84,6.93,6.29,5.06,4.54,Medium
878,21,Male,Australia,Working,5.48,8.45,2.29,4.2,Educational,4.49,6.03,1.51,5.58,4.73,5.05,3.4,6.05,5.77,5.36,4.86,3.19,High
879,19,Male,Pakistan,Student,2.79,5.98,3.71,2.7,Gaming,3.45,6.32,0.55,6.78,5.81,5.89,4.68,3.71,5.8,3.02,4.84,2.71,High
880,20,Female,Australia,Working,3.14,7.28,1.68,0.74,Lifestyle,3.33,4.39,1.49,3.82,3.86,2.83,7.03,3.81,4.84,2.93,5.59,3.53,High
881,20,Male,Australia,Both,5.52,7.81,2.04,1.23,Gaming,2.24,6.69,2.14,6.31,5.32,4.56,5.54,5.84,6.5,4.94,5.07,4.05,Medium
882,21,Male,Pakistan,Working,5.49,6.85,5.46,1.51,Educational,4.81,6.09,3.29,5.25,7.36,6.32,5.21,6.51,6.28,4.11,6.88,3,High
883,21,Female,Pakistan,Working,3.73,6.83,4.14,0.9,Gaming,2.11,7.58,0,5.51,5.83,4.23,3.86,4.46,7.08,4.67,5.57,3.57,High
884,22,Male,Canada,Working,4.02,7.1,1.13,1.45,Educational,3.34,6.63,1.22,9.1,5.21,2.69,7.19,4.69,5.76,6.65,4.37,5.36,Medium
885,21,Male,USA,Student,4.71,7.53,3.43,4.37,Entertainment,1.55,6.17,1.25,8.89,4,3.73,6.28,5.86,5.44,6.05,5.01,4.47,Medium
886,25,Male,Pakistan,Working,3.39,8.03,1.81,3.09,Entertainment,4.26,7.16,0,1.62,4.83,4.08,5.14,3.75,5.81,7.53,5.09,4.63,Medium
887,23,Female,Canada,Student,3.85,7.7,3.83,1.3,News,2.71,6.14,1.96,5.66,3.98,2.76,6.92,4.31,5.47,7.63,4.59,5.45,Medium
888,23,Female,Australia,Working,3.71,4.8,3.46,3.38,Entertainment,3.77,7.2,1.41,2.27,5.64,4.76,6.26,4.03,7.66,5.93,4.25,5.11,Medium
889,25,Male,Australia,Student,5.03,7.53,3.25,0,Gaming,1.1,7.29,0.82,2.2,5.09,4.87,5.58,5.37,6.77,3.86,6.75,3.46,High
890,24,Female,India,Student,6.13,9.62,2.23,2.83,Lifestyle,1.57,6.18,1.13,7.04,4.1,4.64,4.87,3.38,5.47,4.93,6.37,3.25,High
891,25,Male,UK,Student,5.72,9.14,4.75,0,Gaming,1.85,6.15,2.27,4.52,5.22,4.11,4.72,6.22,4.81,4.8,5.54,3.17,High
892,19,Female,Pakistan,Working,5.52,9.63,2.22,0,Entertainment,3.38,8.22,0,8.36,5.77,4.62,5.98,5.63,8.69,6.72,5.97,5.37,Medium
893,26,Female,Canada,Student,2.36,6.87,3.28,1.61,Lifestyle,3.19,6.39,2.85,5.1,3.92,3.25,5.58,3.29,7.78,5.15,3.46,5.05,Medium
894,18,Female,India,Student,5.94,9.34,2.74,1.61,Entertainment,2.57,5.3,1.07,8.58,4.41,4.84,6.44,5.26,6.23,5.34,6.41,4.13,Medium
895,25,Female,Canada,Student,2.99,6.6,1.33,2.57,Educational,1.92,6.86,0,9.01,5.49,5.46,4.01,5.4,7.98,4.93,6.2,3.7,High
896,21,Non-binary,USA,Student,1.33,2.95,2.59,2.61,Gaming,1.03,7.85,1.44,7.78,3.39,3.2,4.9,4.38,7.91,5.39,3.06,5.02,Medium
897,21,Non-binary,India,Student,2.73,5.04,0.96,3.71,Lifestyle,3.95,6.36,2.45,4.41,4.19,3.96,5.35,5.48,5.25,6.82,3.61,4.54,Medium
898,22,Female,Canada,Student,3.86,6.31,3.7,1.46,News,1.47,5.83,1.47,2.47,4.92,4.84,5.25,5.79,6.28,4.03,5.14,3.53,High
899,25,Female,Pakistan,Working,0.94,2.52,2.25,1.49,Lifestyle,3.61,7.32,1.89,5.6,6.59,6.19,4.1,2.62,7.32,5.46,5.01,3.76,High
900,22,Male,Canada,Student,5.07,8.83,2.59,3.23,Lifestyle,0.74,6.93,2.4,8.37,5.48,4.66,3.74,5.65,7.23,4.49,6.78,3.25,High
901,25,Male,UK,Working,5.25,8.37,3.76,0,Lifestyle,3.09,6.13,2.63,10.9,6.63,6.16,3.27,5.76,5.54,3.52,7.6,1.82,High
902,18,Male,Australia,Student,3.43,8.26,2.27,1.3,News,4.86,6.99,3.16,4.16,5.34,4.05,5.62,4.41,7.27,6.66,5.17,4.98,Medium
903,26,Male,Australia,Student,2.25,5.91,0.38,0.42,Lifestyle,3.63,6.24,2.07,8.04,3.65,2.97,6.39,2.41,5.17,4.36,4.5,4.06,Medium
904,23,Female,India,Student,5.38,8.71,3.43,0,Gaming,3.13,9.24,0.16,6.55,4.36,1,7.97,5.64,8.87,8.55,4.96,7.47,Low
905,20,Female,Canada,Both,2.61,7.18,2.18,2.21,Lifestyle,4.54,7.04,2.84,8.52,5.17,3.84,4.32,3.12,6.67,6.24,5.32,4.22,Medium
906,25,Non-binary,Canada,Student,1.57,3.85,2.6,0.19,Entertainment,2.06,7.93,3.46,3.77,3.69,1.79,7.4,4.6,7.93,5.67,4.93,5.88,Medium
907,26,Male,Canada,Student,3.9,5.09,3.66,0.7,Lifestyle,1.95,6.27,0.84,5.03,4.74,4.56,4.29,3.71,6,5.32,6.78,3.31,High
908,23,Male,Canada,Both,4.04,7.98,1.8,1.52,Lifestyle,3.51,8.02,1.44,5.4,5.78,3.87,6.19,5.2,7.27,6.08,5.89,4.89,Medium
909,24,Female,UK,Student,4.47,7.89,3.42,2.01,News,2.39,6.49,0.86,7.08,5.44,5.76,4.67,3.42,6.14,4.67,4.91,3.38,High
910,18,Male,Pakistan,Student,5.15,8.02,3.05,3.38,Educational,1.91,7.23,2.21,4.4,7.09,4.6,5.26,5.53,8.62,4.42,7.03,4.16,Medium
911,22,Male,UK,Working,5.33,7.85,2.95,2.86,News,1.01,7.56,0.07,3.42,7.33,4.3,6.07,4.46,6.67,4.92,4.73,4.38,Medium
912,22,Non-binary,UK,Working,2.1,4.38,2.69,2.72,News,1.41,6.86,0.38,6.76,4.66,5.62,2.93,3.05,6.45,5.17,6.16,2.88,High
913,21,Female,UK,Working,0.94,3.93,3.29,0.17,Lifestyle,4.28,5.93,1.32,5.12,3.32,5.29,3.28,3.76,5.6,6.28,4.89,3.36,High
914,23,Male,Australia,Working,4.69,7.9,3.76,4.37,Educational,4.23,5.82,2,9.65,5.75,5.91,5.1,5.72,7.55,6.03,6.14,4.22,Medium
915,24,Female,UK,Student,4.07,7.77,0.93,1.01,News,6.83,5.4,1.42,7.32,3.06,4.74,5.27,5.35,5.32,4.65,4.23,3.58,High
916,26,Female,Canada,Working,3.31,4.88,3.93,0.34,Entertainment,4.63,3.67,1.45,5.62,7.18,7.74,2.57,4.41,4.91,2.36,6.49,1,High
917,18,Female,UK,Student,3.78,7.89,2.58,0.38,Educational,3.54,7.62,2.13,6.74,6.19,4.49,4.18,3.67,7.21,6.81,3.98,4.65,Medium
918,23,Female,Canada,Student,2.75,5.55,0.96,0,News,4.39,6.18,2.56,5.47,3.7,2.07,5.91,4,5.74,6.97,3.64,5.25,Medium
919,24,Male,India,Student,6.59,9.65,2.75,2.18,Lifestyle,1.4,7.55,1.68,7.35,6.25,3.6,6.55,4.26,8.46,7.14,4.94,5.96,Medium
920,20,Female,Pakistan,Working,0.98,3.24,1.78,0,Entertainment,3.81,5.44,3.02,6.13,4.87,6.72,3.83,3.34,3.66,5.29,6.7,2.02,High
921,25,Male,Australia,Working,4.63,8.1,4.3,0,Educational,2.8,6.51,0,9.69,5.22,5.99,2.58,4.27,5.73,5.86,5.53,2.8,High
922,22,Male,Pakistan,Student,2.07,6.91,1.27,4.14,Entertainment,6.39,6.52,1.08,7.32,4.4,5.11,4.68,2.98,7.28,4.96,3.77,4.16,Medium
923,26,Non-binary,India,Student,3.01,6.8,3.24,3.72,Gaming,4.85,5.99,0,8.99,5.47,5.04,4.68,3.51,6.72,4.56,6.09,3.47,High
924,22,Female,Pakistan,Student,3.34,5.9,3.28,0,News,4.35,7.74,1.79,4.17,4.98,3.29,6.06,4.99,7.29,6.9,3.55,5.61,Medium
925,26,Female,Australia,Both,2.53,3.77,3.46,0,Lifestyle,1.62,7.62,1.98,8.13,4.67,2.72,6.62,3.63,8.59,5.61,4.06,5.81,Medium
926,21,Female,Canada,Student,3.66,6.05,3.78,2.77,Gaming,7,6.22,0.72,3.94,3.88,6.1,3.12,3.68,6.91,5.41,3.49,3.55,High
927,26,Non-binary,India,Student,0.5,2.95,2.39,0,Lifestyle,2.71,7.75,0.94,4.94,3.7,4.71,5.53,1,9.57,8.84,5.23,6.32,Medium
928,22,Female,India,Working,1.7,5.12,1.6,0.75,News,2.08,7.71,0,6.69,2.27,4.88,3.52,4.27,8.79,4.98,4.58,4.19,Medium
929,26,Female,Canada,Working,1.22,3.56,0.47,1.05,Gaming,4.4,7.83,2.3,10.29,3.67,3.5,6,3.32,7.52,6.08,2.46,5.54,Medium
930,20,Male,Canada,Working,2.17,4.38,3.19,0,Educational,0.8,8.23,0,5.57,4.69,4.71,4.33,4.11,8.67,5,3.15,4.69,Medium
931,21,Male,Australia,Both,2.81,5.45,2.35,0,Gaming,1.62,7.48,3.13,7.83,6.02,3.6,6.84,2.58,6.26,4.71,4.01,4.67,Medium
932,26,Male,UK,Working,3.99,6.94,4.4,0,Educational,1.85,7.74,0.84,3.24,5.86,6.66,4.14,2.97,7.97,4.82,7.21,3.33,High
933,23,Male,USA,Working,3.03,5.71,3.75,2.15,Educational,3.43,6.33,1.55,6.24,5.31,4.95,7.05,3.23,5.13,7.1,3.82,4.97,Medium
934,19,Female,UK,Student,2.7,5.29,4.67,0.55,Lifestyle,3.45,6.25,2.74,4.82,4.59,6.13,3.18,2.65,5.59,3.98,6.56,2.13,High
935,24,Female,UK,Student,3.21,4.86,1.22,0,Entertainment,2.08,6.6,1.41,6.6,3.18,3,7.06,3.18,8.74,5.73,4.37,5.95,Medium
936,19,Non-binary,Pakistan,Working,2.95,6.4,1.84,2.73,Entertainment,2.62,6.38,1.4,4.68,3.43,4.97,4.43,4.65,7.01,5.07,6.49,3.59,High
937,19,Female,USA,Student,3.44,5.41,3.54,2.7,Educational,0,7.04,2.41,8.37,4.99,4.12,5.57,2.03,6.47,4.06,4.3,3.97,High
938,18,Female,Canada,Working,3.5,7.41,4.6,2.01,News,2.77,6.61,0.46,9.02,6.61,5.6,4.95,2.76,6.65,4.09,5.96,3.3,High
939,20,Male,UK,Student,2.83,6.94,5.9,3.56,Entertainment,3.2,6.45,1,7.65,4.92,5.17,4.6,5.86,5.19,6.57,6.8,3.46,High
940,23,Male,Australia,Student,1.64,3.4,3.52,2.93,Entertainment,4.61,8.69,1.92,3.62,4.4,2.75,5.55,3.15,7.86,6.91,1.1,6.13,Medium
941,25,Male,UK,Student,3.93,8.66,3.04,2.19,News,2.96,8.21,1.37,8.02,5.43,3.35,4.18,3.64,7.28,5.93,6.11,4.22,Medium
942,26,Female,Canada,Student,5.25,9.35,4.03,0.36,Lifestyle,4.04,8.23,0,1.22,7.71,4.54,7.07,4.11,6.2,8.94,5.86,5.67,Medium
943,24,Male,UK,Student,2.41,5.58,2.26,2.93,Educational,2.62,5.54,0.42,3.94,5.49,5.93,4.67,3.37,5.65,3.72,6.35,2.64,High
944,21,Female,India,Student,3.84,5.85,2.05,1.16,Gaming,6.11,6.69,3.36,8.92,4.98,4.65,3.98,4.4,7.21,7.77,3.27,5,Medium
945,23,Female,Pakistan,Working,3.33,3.77,3.69,0.06,Gaming,3.13,7.06,1.53,4.19,5.01,6.28,3.14,4.97,8.52,5.16,4.51,3.81,High
946,22,Male,Pakistan,Both,4.87,7.87,3.85,1.84,Educational,3.09,6.9,1.69,7.6,5.61,5.66,3.36,4.01,6.93,5.46,5.73,3.35,High
947,25,Male,UK,Student,2.7,5.83,2.95,1.59,Lifestyle,1.63,4.88,2.05,6.05,4.76,5.87,5.36,3.86,3.97,4.33,7.35,2.35,High
948,18,Female,Pakistan,Student,3.68,7.56,1.99,1.88,Gaming,4.4,6.8,2.93,6.75,3.91,4.38,3.29,2.76,6.97,6.21,6.24,3.72,High
949,18,Male,Australia,Student,3.81,4.85,4.21,1.75,Entertainment,3.63,5.82,0.29,4.73,6.26,6.12,3.96,3.56,5.02,4.58,6.4,2.43,High
950,23,Female,USA,Student,4.38,8.37,1.4,0.11,Lifestyle,4.78,7.23,1.41,7.22,4.79,4.9,5.26,3.05,6.19,6.29,3.9,4.45,Medium
951,19,Female,UK,Student,2.35,6.48,3.13,0.1,News,2.32,6.24,1.1,8.34,4.68,5.85,5.71,2.87,7.14,5.14,7.08,3.84,High
952,22,Female,Australia,Student,4.46,7.88,3.47,2.68,Educational,3.29,4.73,1.97,6.26,4.83,5.04,3.51,5.39,5.25,2.86,4.8,2.24,High
953,18,Female,India,Student,3.2,4.85,2.27,1.42,Gaming,5.26,7.07,0.37,3.67,2.95,4.56,5.17,4.12,6.02,7.81,3.6,4.97,Medium
954,24,Female,Australia,Working,4.77,7.54,4.76,0,Educational,6.03,5.45,2.29,7.54,5.61,4.23,6.25,5.72,6.4,5.98,5.96,4.51,Medium
955,18,Non-binary,Australia,Student,3.4,5.25,2.91,0.09,News,4.75,8.23,1.32,5.43,4.61,4.63,5.87,3.3,7.95,6.71,3.74,5.45,Medium
956,21,Male,India,Student,5.88,7.57,2.46,0,Gaming,4.04,5.57,1.58,7.63,4.72,5.04,3.23,5.61,5.64,5.42,5.11,3.07,High
957,26,Female,Canada,Student,1.59,3.42,0.43,2.04,Educational,1.33,5,2.05,2.43,1,3.39,5.15,2.57,6.07,4.9,3.38,4.25,Medium
958,18,Male,UK,Working,4.82,8.03,6.79,2.06,News,2.54,6.49,0.68,5.22,6.63,5.13,3.99,4.37,8.68,4.94,5.5,4.1,Medium
959,21,Male,UK,Working,4.47,6.64,2.82,0,Entertainment,0,7.27,2.8,3.57,4.13,3.19,4.87,4.64,7.71,3.22,6.34,3.68,High
960,23,Male,UK,Working,4.69,7.46,1.11,0,News,3.88,3.33,3.62,4.33,3.34,4.64,5.54,7.98,2.57,2.56,6.35,1.73,High
961,23,Female,USA,Working,5.58,9.25,1.83,1.92,Lifestyle,2.78,7.87,2.58,4.47,5.47,3.97,6.23,4.56,7.91,5.46,7.09,4.69,Medium
962,25,Male,Australia,Student,1.3,4.3,4.35,0.59,Lifestyle,4,5.26,3.37,8.88,3.81,4.46,4.76,2.3,6.03,3.82,3.61,3.52,High
963,18,Male,UK,Student,7.25,9.85,1.78,0,News,2.64,8.28,1.56,7.78,6.69,5.46,3.44,6.39,7.03,6.64,8.81,3.33,High
964,24,Non-binary,Pakistan,Working,4.78,7.64,3.47,2.59,Entertainment,1.81,5.1,2.05,8.36,5.18,8.14,3.22,5.2,5.22,3.86,8.41,1.34,High
965,18,Female,Canada,Working,6.89,11.5,3.72,1.21,Educational,2.3,5.37,0.93,9.85,6.33,4.69,4.25,6.82,4.58,5.08,6.87,2.71,High
